Nome|Empresa|Domínio|Cargo/Segmento|Rede(s)|URL do Perfil|Motivo de Inclusão|Fit + racional|Temperatura|"E-mail (ou ""Não encontrado"")"|"Telefone (ou ""Não encontrado"")"|Fonte do contato (Kipflow/fallback/nenhum)|Contato de contabilidade descartado (Sim/Não)|Mensagem redigida (Sim/Não)|Fonte/Data da coleta
Cargo/decisor não identificado|Zpan Alimentos Ltda|zpancongelados.com.br|Cargo/decisor não identificado (fabricação de pães e salgados congelados para food service)|Nenhuma (via WebSearch, não scraping Apify - Apify com limite mensal de uso esgotado)|Não encontrado|"Segmento - empresa-alvo do ICP frio ""indústria de alimentos"" (fabricação de pães e salgados congelados para padarias/mercados/food service, planta em Guarulhos, Grande São Paulo, região-alvo), levantada via WebSearch em 03/08/2026 (site institucional zpancongelados.com.br, CNPJ 46.321.258/0001-90 via Econodata); Kipflow retornou COMPANY_NOT_FOUND para o domínio"|"Alto - segmento e região corretos (pães/salgados congelados para food service, Guarulhos/Grande São Paulo), mas sem canal de contato confiável: site menciona apenas ""contato via WhatsApp"" sem número exposto nos resultados de busca, e o endereço de CNPJ registrado (bairro na capital) diverge do endereço da planta em Guarulhos citado pelo site, sem confirmação adicional"|Frio|Não encontrado|Não encontrado|Nenhuma (Kipflow COMPANY_NOT_FOUND; fallback via WebSearch não retornou número/e-mail confiável)|Não|Não|WebSearch real em 03/08/2026. Apify bloqueado o dia todo por limite mensal de uso esgotado (confirmado por chamada real a apify/instagram-post-scraper, erro 'Monthly usage hard limit exceeded'), sem coleta via scraping social/hot-list. Kipflow contacts/v1/phones: timeout de conexão persistente em toda a rodada (retentativa 1x confirmada, mesmo erro CONTACTS_TIMEOUT).
Cargo/decisor não identificado|Bio Springer do Brasil Indústria de Alimentos S/A|biospringer.com.br|Cargo/decisor não identificado (recepção institucional do grupo Lesaffre)|Nenhuma (via WebSearch, não scraping Apify - Apify com limite mensal de uso esgotado)|Não encontrado|"Segmento - empresa-alvo do ICP frio ""indústria de alimentos"" (fabricação de leveduras e ingredientes para panificação industrial, planta em Valinhos, RM Campinas, região-alvo), levantada via WebSearch em 03/08/2026 (primeira fábrica de fermento biológico da Lesaffre no Brasil, 4.445 m², Rua Francisco Juliatto, 2075, Valinhos-SP); Kipflow retornou COMPANY_NOT_FOUND para o domínio biospringer.com.br"|"Alto - segmento e região corretos (ingredientes/leveduras para panificação industrial, Valinhos/RM Campinas), grupo multinacional confirmado via matéria de imprensa, mas Kipflow não encontrou o domínio na base - contato via recepção institucional geral do grupo Lesaffre Brasil (inclui áreas de Compras/Suprimentos)"|Morno|Não encontrado|01931144700|Fallback (WebSearch real, página oficial lesaffre.com.br/contato) - recepção institucional Lesaffre Brasil, atende também requisições de Compras/Suprimentos; SAC 0800 942 8770 como alternativa|Não|Sim|WebSearch real em 03/08/2026. Apify bloqueado o dia todo por limite mensal de uso esgotado (confirmado por chamada real a apify/instagram-post-scraper, erro 'Monthly usage hard limit exceeded'), sem coleta via scraping social/hot-list. Kipflow contacts/v1/phones: timeout de conexão persistente em toda a rodada (retentativa 1x confirmada, mesmo erro CONTACTS_TIMEOUT).
Ademir da Silva|Perfetti Van Melle Brasil Ltda|perfettivanmelle.com.br|Cargo não confirmado (candidato Kipflow, sem perfil LinkedIn localizado com segurança)|Nenhuma (via Kipflow, não scraping Apify - Apify com limite mensal de uso esgotado)|Não encontrado|"Segmento - empresa-alvo do ICP frio ""indústria de alimentos"" (fabricação de balas, drops e frutas cristalizadas - confeitaria industrial, planta em Vinhedo, RM Campinas, região-alvo), levantada via WebSearch em 03/08/2026 e confirmada via Kipflow (razão social PERFETTI VAN MELLE BRASIL LTDA., CNAE 1093702, porte DEMAIS, faixa de faturamento 700M-1B, 500-999 funcionários)"|Alto - segmento e região corretos (confeitaria industrial de grande porte, Vinhedo/RM Campinas), porte grande confirmado via Kipflow, candidato nomeado válido (1º de 5 candidatos); WebSearch não localizou perfil de LinkedIn confirmado para checar cargo, sem evidência de ser contabilidade|Quente|ademir.silva@perfettivanmelle.com.br|Não encontrado|Kipflow (contacts/v1/emails, candidato 1/5, VALIDO) - WebSearch não localizou perfil LinkedIn confirmado, sem evidência de contabilidade|Não|Sim|WebSearch real em 03/08/2026 + Kipflow (companies/v1/search, contacts/v1/emails) em 03/08/2026. Apify bloqueado o dia todo por limite mensal de uso esgotado (confirmado por chamada real a apify/instagram-post-scraper, erro 'Monthly usage hard limit exceeded'), sem coleta via scraping social/hot-list. Kipflow contacts/v1/phones: timeout de conexão persistente em toda a rodada (retentativa 1x confirmada, mesmo erro CONTACTS_TIMEOUT).
Cargo/decisor não identificado|RES Frios Laticínios e Embutidos Ltda|Sem domínio próprio identificado (contato via telefone institucional)|Cargo/decisor não identificado (comércio de laticínios e embutidos)|Nenhuma (via WebSearch, não scraping Apify - Apify com limite mensal de uso esgotado)|Não encontrado|"Segmento - empresa-alvo do ICP frio ""indústria de alimentos"" (laticínios e embutidos, planta em Ribeirão Preto, região-alvo), levantada via WebSearch em 03/08/2026, confirmada via cadastro municipal de estabelecimentos de alimentação de Ribeirão Preto (Av. Professora Dina Rizzi, 2222); sem domínio próprio identificado, portanto sem consulta possível via Kipflow (endpoints exigem domínio)"|Médio - segmento e região corretos (laticínios/embutidos, Ribeirão Preto), empresa real confirmada via cadastro municipal, mas sem site/domínio próprio identificado e sem porte confirmado (provável pequeno porte local)|Morno|Não encontrado|01634765629|Fallback (WebSearch real, cadastro público municipal de Ribeirão Preto) - empresa sem domínio próprio identificado, não foi possível consultar Kipflow (endpoints exigem parâmetro de domínio)|Não|Sim|WebSearch real em 03/08/2026. Apify bloqueado o dia todo por limite mensal de uso esgotado (confirmado por chamada real a apify/instagram-post-scraper, erro 'Monthly usage hard limit exceeded'), sem coleta via scraping social/hot-list.
Cargo/decisor não identificado|Fribal Frigorífico Balancin Ltda|Sem domínio próprio identificado (contato via telefone institucional)|Cargo/decisor não identificado (abatedouro de bovinos)|Nenhuma (via WebSearch, não scraping Apify - Apify com limite mensal de uso esgotado)|Não encontrado|"Segmento - empresa-alvo do ICP frio ""indústria de alimentos"" (frigorífico/abatedouro de bovinos, planta em Santa Bárbara d'Oeste, RM Campinas, região-alvo), levantada via WebSearch em 03/08/2026, confirmada via registros públicos de CNPJ (Fazendinha Santa Inês, Vila Maria, Santa Bárbara d'Oeste-SP, mais de 36 anos de atividade); sem domínio próprio identificado, portanto sem consulta possível via Kipflow (endpoints exigem domínio)"|Médio - segmento e região corretos (frigorífico/abate de bovinos, Santa Bárbara d'Oeste/RM Campinas), empresa real de longa atividade confirmada via CNPJ, mas sem site/domínio próprio identificado e sem porte confirmado|Morno|Não encontrado|01997813453|Fallback (WebSearch real, diretórios públicos/registros de CNPJ) - empresa sem domínio próprio identificado, não foi possível consultar Kipflow (endpoints exigem parâmetro de domínio)|Não|Sim|WebSearch real em 03/08/2026. Apify bloqueado o dia todo por limite mensal de uso esgotado (confirmado por chamada real a apify/instagram-post-scraper, erro 'Monthly usage hard limit exceeded'), sem coleta via scraping social/hot-list.
Cargo/decisor não identificado|Yuka Indústria e Comércio de Alimentos Ltda|Sem domínio próprio identificado (contato via telefone institucional)|Cargo/decisor não identificado (fabricação de outros produtos alimentícios não especificados)|Nenhuma (via WebSearch, não scraping Apify - Apify com limite mensal de uso esgotado)|Não encontrado|"Segmento - empresa-alvo do ICP frio ""indústria de alimentos"" (fabricação de outros produtos alimentícios não especificados, planta em Diadema, Grande São Paulo, região-alvo), levantada via WebSearch em 03/08/2026, confirmada via registros públicos de CNPJ (Rua São Paulo, 21, Diadema-SP); sem domínio próprio identificado, portanto sem consulta possível via Kipflow (endpoints exigem domínio)"|Baixo - segmento vago (""outros produtos alimentícios não especificados"", sem detalhe do que exatamente é produzido) e microempresa de capital social muito baixo (R$15 mil), sinal de operação muito pequena para o ICP-alvo, apesar da região estar correta (Diadema/Grande São Paulo)|Frio|Não encontrado|1140513468|Fallback (WebSearch real, registros públicos de CNPJ/diretórios) - empresa sem domínio próprio identificado, não foi possível consultar Kipflow (endpoints exigem parâmetro de domínio)|Não|Não|WebSearch real em 03/08/2026. Apify bloqueado o dia todo por limite mensal de uso esgotado (confirmado por chamada real a apify/instagram-post-scraper, erro 'Monthly usage hard limit exceeded'), sem coleta via scraping social/hot-list.
Cargo/decisor não identificado|Metalúrgica Pentágono Ltda|metalurgicapentagono.com.br|Cargo/decisor não identificado (e-mail institucional de vendas)|Nenhuma (via Kipflow, não scraping Apify - Apify com limite mensal de uso esgotado)|Não encontrado|"Segmento - empresa-alvo do ICP frio ""indústria de peças"" (estamparia de peças e acessórios automotivos, planta em Santo André, ABC/Grande São Paulo, região-alvo), levantada via WebSearch em 03/08/2026 e confirmada via Kipflow (razão social METALURGICA PENTAGONO LTDA, CNAE 2532201 com secundária 2949299 - peças automotivas, porte DEMAIS, faixa de faturamento 10M-20M, 20-49 funcionários)"|Alto - segmento e região corretos (estamparia/peças automotivas, Santo André/ABC), porte confirmado via Kipflow, mas retornou apenas um único e-mail institucional genérico, sem candidato nomeado|Morno|vendas@metalurgicapentagono.com.br|Não encontrado|Kipflow (contacts/v1/emails, candidato único institucional)|Não|Sim|WebSearch real em 03/08/2026 + Kipflow (companies/v1/search, contacts/v1/emails) em 03/08/2026. Apify bloqueado o dia todo por limite mensal de uso esgotado (confirmado por chamada real a apify/instagram-post-scraper, erro 'Monthly usage hard limit exceeded'), sem coleta via scraping social/hot-list. Kipflow contacts/v1/phones: timeout de conexão persistente em toda a rodada (retentativa 1x confirmada, mesmo erro CONTACTS_TIMEOUT).
Alaor Zelante|Galutti Automotive Indústria Metalúrgica Ltda|galutti.com.br|Gerente Industrial (confirmado via busca web/diretório profissional)|Nenhuma (via Kipflow, não scraping Apify - Apify com limite mensal de uso esgotado)|Não encontrado|"Segmento - empresa-alvo do ICP frio ""indústria de peças"" (fabricação de peças e acessórios automotivos, trefilados de metal, planta em Mauá, ABC/Grande São Paulo, região-alvo), levantada via WebSearch em 03/08/2026 e confirmada via Kipflow (razão social GALUTTI AUTOMOTIVE INDUSTRIA METALURGICA LTDA, nome fantasia GALUTTI AUTOMOTIVE, CNAE 2949299, porte DEMAIS, faixa de faturamento 100M-300M, 100-249 funcionários)"|Alto - segmento e região corretos (peças automotivas/trefilados, Mauá/ABC), grande porte confirmado via Kipflow (faturamento ~R$137,5mi), candidato nomeado confirmado como Gerente Industrial via busca web (cargo diretamente do departamento-alvo do ICP), sem evidência de contabilidade|Quente|alaor@galutti.com.br|Não encontrado|Kipflow (contacts/v1/emails, candidato 1/5, VALIDO) - cargo (Gerente Industrial) confirmado via WebSearch, sem evidência de contabilidade|Não|Sim|WebSearch real em 03/08/2026 + Kipflow (companies/v1/search, contacts/v1/emails) em 03/08/2026. Apify bloqueado o dia todo por limite mensal de uso esgotado (confirmado por chamada real a apify/instagram-post-scraper, erro 'Monthly usage hard limit exceeded'), sem coleta via scraping social/hot-list. Kipflow contacts/v1/phones: timeout de conexão persistente em toda a rodada (retentativa 1x confirmada, mesmo erro CONTACTS_TIMEOUT).
Celso Almeida|Metalwac Indústria Metalúrgica Ltda|metalwac.com.br|Supervisor de Ferramentaria (confirmado via busca web/diretório profissional)|Nenhuma (via Kipflow, não scraping Apify - Apify com limite mensal de uso esgotado)|Não encontrado|"Segmento - empresa-alvo do ICP frio ""indústria de peças"" (estamparia metálica para automotivo/linha branca, planta em Diadema, ABC/Grande São Paulo, região-alvo), levantada via WebSearch em 03/08/2026 e confirmada via Kipflow (razão social METALWAC INDUSTRIA METALURGICA LTDA. - E.P.P., CNAE 2532201, porte DEMAIS, faixa de faturamento 10M-20M, 20-49 funcionários)"|Alto - segmento e região corretos (estamparia metálica automotiva/linha branca, Diadema/ABC), porte confirmado via Kipflow, candidato nomeado confirmado como Supervisor de Ferramentaria via busca web (área técnica próxima ao ICP), sem evidência de contabilidade|Quente|celso@metalwac.com.br|Não encontrado|Kipflow (contacts/v1/emails, candidato 1/2, VALIDO) - cargo (Supervisor de Ferramentaria) confirmado via WebSearch, sem evidência de contabilidade|Não|Sim|WebSearch real em 03/08/2026 + Kipflow (companies/v1/search, contacts/v1/emails) em 03/08/2026. Apify bloqueado o dia todo por limite mensal de uso esgotado (confirmado por chamada real a apify/instagram-post-scraper, erro 'Monthly usage hard limit exceeded'), sem coleta via scraping social/hot-list. Kipflow contacts/v1/phones: timeout de conexão persistente em toda a rodada (retentativa 1x confirmada, mesmo erro CONTACTS_TIMEOUT).
Cargo/decisor não identificado|Qualifix Estamparia de Metais Ltda|qualifix.com.br|Cargo/decisor não identificado (e-mail institucional único)|Nenhuma (via Kipflow, não scraping Apify - Apify com limite mensal de uso esgotado)|Não encontrado|"Segmento - empresa-alvo do ICP frio ""indústria de peças"" (estamparia metálica e injeção plástica automotiva, certificação IATF 16949, planta em São Bernardo do Campo, ABC/Grande São Paulo, região-alvo), levantada via WebSearch em 03/08/2026 e confirmada via Kipflow (razão social QUALIFIX ESTAMPARIA DE METAIS LTDA, CNAE 2532201 com secundária 2229302, porte PEQUENO PORTE, faixa de faturamento 30M-40M, 50-99 funcionários)"|Alto - segmento e região corretos (estamparia/injeção plástica automotiva certificada IATF, São Bernardo do Campo/ABC), porte confirmado via Kipflow, mas retornou apenas um único e-mail institucional genérico, sem candidato nomeado|Morno|qualifix@qualifix.com.br|Não encontrado|Kipflow (contacts/v1/emails, candidato único institucional)|Não|Sim|WebSearch real em 03/08/2026 + Kipflow (companies/v1/search, contacts/v1/emails) em 03/08/2026. Apify bloqueado o dia todo por limite mensal de uso esgotado (confirmado por chamada real a apify/instagram-post-scraper, erro 'Monthly usage hard limit exceeded'), sem coleta via scraping social/hot-list. Kipflow contacts/v1/phones: timeout de conexão persistente em toda a rodada (retentativa 1x confirmada, mesmo erro CONTACTS_TIMEOUT).
