Nome;Sobrenome;Empresa;Cargo;Email;Telefone;Celular;LinkedIn;Temperatura;Fonte;Etapa;Notas
Contato;;Trimaq Serviços de Usinagem Ltda;Não encontrado;contato@trimaqusinagem.com.br;1148279026;;;Morno;WebSearch;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (usinagem, torneria, solda), Ribeirão Pires (Grande SP), levantada via WebSearch em 06/08/2026 || Canal escolhido: E-mail || --- Variação A ---
Assunto: Redução de custo em limpeza industrial para a Trimaq Serviços de Usinagem

Olá, pessoal da Trimaq Serviços de Usinagem,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Trimaq Serviços de Usinagem atua em indústria de peças (usinagem em Ribeirão Pires e quero apresentar uma alternativa de fornecimento para desengraxante e limpeza de área que costuma reduzir custo operacional sem perder performance.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
Assunto: Demonstração da linha Eco Renova para a Trimaq Serviços de Usinagem

Olá, pessoal da Trimaq Serviços de Usinagem,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar pra vocês como a linha se comporta em remoção de óleo, graxa e resíduo de processo em ambiente fabril — direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Rafael;;Soroplast Indústria e Comércio de Artefatos Plásticos Ltda;Não encontrado;rafael@soroplast.com.br;;;;Quente;WebSearch;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (fabricação de artefatos plásticos industriais), Sorocaba, região-alvo, levantada via WebSearch em 06/08/2026 || Canal escolhido: E-mail || --- Variação A ---
Assunto: Redução de custo em limpeza industrial para a Soroplast Indústria e Comércio de Artefatos Plásticos

Olá, Rafael,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Soroplast Indústria e Comércio de Artefatos Plásticos atua em indústria de peças (artefatos plásticos industriais) em Sorocaba e quero apresentar uma alternativa de fornecimento para desengraxante e limpeza de área que costuma reduzir custo operacional sem perder performance.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
Assunto: Demonstração da linha Eco Renova para a Soroplast Indústria e Comércio de Artefatos Plásticos

Olá, Rafael,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar pra vocês como a linha se comporta em remoção de óleo, graxa e resíduo de processo em ambiente fabril — direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Contato;;Encoplast Sorocaba Indústria e Comércio Ltda;Não encontrado;qualidade@encoplast.com.br;;;;Morno;WebSearch;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (injeção plástica e montagem), Sorocaba, região-alvo, levantada via WebSearch em 06/08/2026 || Canal escolhido: E-mail || --- Variação A ---
Assunto: Redução de custo em limpeza industrial para a Encoplast Sorocaba Indústria e Comércio

Olá, pessoal da Encoplast Sorocaba Indústria e Comércio,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Encoplast Sorocaba Indústria e Comércio atua em indústria de peças (injeção plástica e montagem) em Sorocaba e quero apresentar uma alternativa de fornecimento para desengraxante e limpeza de área que costuma reduzir custo operacional sem perder performance.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
Assunto: Demonstração da linha Eco Renova para a Encoplast Sorocaba Indústria e Comércio

Olá, pessoal da Encoplast Sorocaba Indústria e Comércio,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar pra vocês como a linha se comporta em remoção de óleo, graxa e resíduo de processo em ambiente fabril — direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Contato;;Selfplast Indústria de Plásticos Ltda;Não encontrado;adilson.bueno@selfplast.com.br;;;;Frio;WebSearch;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (artefatos plásticos), Sorocaba, região-alvo, levantada via WebSearch em 06/08/2026 || Sem canal viável para redigir mensagem (Fit Baixo / Temperatura Frio)"
Contato;;Rewplastic Artefatos Plásticos Ltda;Não encontrado;comercial1@rewplastic.com.br;;;;Morno;WebSearch;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (embalagens plásticas para linha farmacêutica, alimentícia, automotiva e higiene), Sorocaba, região-alvo, levantada via WebSearch em 06/08/2026 || Canal escolhido: E-mail || --- Variação A ---
Assunto: Redução de custo em limpeza industrial para a Rewplastic Artefatos Plásticos

Olá, pessoal da Rewplastic Artefatos Plásticos,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Rewplastic Artefatos Plásticos atua em indústria de peças (embalagens plásticas industriais) em Sorocaba e quero apresentar uma alternativa de fornecimento para desengraxante e limpeza de área que costuma reduzir custo operacional sem perder performance.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
Assunto: Demonstração da linha Eco Renova para a Rewplastic Artefatos Plásticos

Olá, pessoal da Rewplastic Artefatos Plásticos,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar pra vocês como a linha se comporta em remoção de óleo, graxa e resíduo de processo em ambiente fabril — direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Alessandro;;Rose Plastic Brasil Embalagens Plásticas Ltda.;Não encontrado;alessandro.ondiciati@rose-plastic.com.br;;;;Quente;WebSearch;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (fabricação de embalagens plásticas industriais, multinacional alemã com fábrica local), Sorocaba, região-alvo, levantada via WebSearch em 06/08/2026 || Canal escolhido: E-mail || --- Variação A ---
Assunto: Redução de custo em limpeza industrial para a Rose Plastic Brasil Embalagens Plásticas

Olá, Alessandro,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Rose Plastic Brasil Embalagens Plásticas atua em indústria de peças (embalagens plásticas industriais) em Sorocaba e quero apresentar uma alternativa de fornecimento para desengraxante e limpeza de área que costuma reduzir custo operacional sem perder performance.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
Assunto: Demonstração da linha Eco Renova para a Rose Plastic Brasil Embalagens Plásticas

Olá, Alessandro,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar pra vocês como a linha se comporta em remoção de óleo, graxa e resíduo de processo em ambiente fabril — direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Contato;;Mecatron Usinagem e Ferramentaria Ltda;Não encontrado;comercial@mecatronferramentaria.com.br;;;;Morno;WebSearch;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (fabricação de ferramentas, usinagem), Várzea Paulista, região-alvo (RM Campinas/Jundiaí), levantada via WebSearch em 06/08/2026 || Canal escolhido: E-mail || --- Variação A ---
Assunto: Redução de custo em limpeza industrial para a Mecatron Usinagem e Ferramentaria

Olá, pessoal da Mecatron Usinagem e Ferramentaria,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Mecatron Usinagem e Ferramentaria atua em indústria de peças (usinagem e ferramentaria) em Várzea Paulista e quero apresentar uma alternativa de fornecimento para desengraxante e limpeza de área que costuma reduzir custo operacional sem perder performance.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
Assunto: Demonstração da linha Eco Renova para a Mecatron Usinagem e Ferramentaria

Olá, pessoal da Mecatron Usinagem e Ferramentaria,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar pra vocês como a linha se comporta em remoção de óleo, graxa e resíduo de processo em ambiente fabril — direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Contato;;Derplast Indústria de Artefatos Plásticos Ltda;Não encontrado;comercial@derplast.com.br;;;;Morno;WebSearch;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (injeção de plásticos e ferramentaria própria, ISO 9001), Caieiras (Grande SP), levantada via WebSearch em 06/08/2026 || Canal escolhido: E-mail || --- Variação A ---
Assunto: Redução de custo em limpeza industrial para a Derplast Indústria de Artefatos Plásticos

Olá, pessoal da Derplast Indústria de Artefatos Plásticos,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Derplast Indústria de Artefatos Plásticos atua em indústria de peças (artefatos plásticos para uso industrial) em Caieiras e quero apresentar uma alternativa de fornecimento para desengraxante e limpeza de área que costuma reduzir custo operacional sem perder performance.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
Assunto: Demonstração da linha Eco Renova para a Derplast Indústria de Artefatos Plásticos

Olá, pessoal da Derplast Indústria de Artefatos Plásticos,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar pra vocês como a linha se comporta em remoção de óleo, graxa e resíduo de processo em ambiente fabril — direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Contato;;Tuchef Indústria e Comércio de Alimentos Ltda;Não encontrado;contato@tuchef.com.br;;;;Morno;WebSearch;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de alimentos"" (fabricação de especiarias, molhos, temperos e condimentos), Guarulhos, região-alvo, levantada via WebSearch em 06/08/2026 || Canal escolhido: E-mail || --- Variação A ---
Assunto: Redução de custo em limpeza institucional para a Tuchef Indústria e Comércio de Alimentos

Olá, pessoal da Tuchef Indústria e Comércio de Alimentos,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional (HPC) para indústria de alimentos. Vi que a Tuchef Indústria e Comércio de Alimentos tem operação de fabricação em Guarulhos e quero apresentar uma alternativa de fornecimento que costuma reduzir custo operacional sem abrir mão de performance na rotina de limpeza da planta.

Proponho um piloto de curto prazo, sem compromisso, para vocês testarem o produto direto na operação. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender como está a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
Assunto: HPC Cleaner para a linha de produção da Tuchef Indústria e Comércio de Alimentos

Olá, pessoal da Tuchef Indústria e Comércio de Alimentos,

Trabalho com a Neolimpeza, distribuidora exclusiva dos produtos Eco Renova. Para indústria de alimentos como a Tuchef Indústria e Comércio de Alimentos, o HPC Cleaner tem se mostrado um diferencial forte em superfícies de contato com produto e área fabril — quero mostrar como ele funciona na prática de vocês.

Consigo montar um piloto sem custo na planta e ofereço até 8% de desconto para fechar o primeiro pedido depois do teste.

Podemos marcar uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Contato;;Fruta da Fazenda Indústria e Comércio de Frutas Congeladas Ltda;Não encontrado;contato@frutadafazenda.com.br;;;;Morno;WebSearch;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de alimentos"" (fabricação de conservas de frutas/polpas para bares, restaurantes e eventos), São Paulo capital, levantada via WebSearch em 06/08/2026 || Canal escolhido: E-mail || --- Variação A ---
Assunto: Redução de custo em limpeza institucional para a Fruta da Fazenda Indústria e Comércio de Frutas Congeladas

Olá, pessoal da Fruta da Fazenda Indústria e Comércio de Frutas Congeladas,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional (HPC) para indústria de alimentos. Vi que a Fruta da Fazenda Indústria e Comércio de Frutas Congeladas tem operação de fabricação em São Paulo (capital) e quero apresentar uma alternativa de fornecimento que costuma reduzir custo operacional sem abrir mão de performance na rotina de limpeza da planta.

Proponho um piloto de curto prazo, sem compromisso, para vocês testarem o produto direto na operação. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender como está a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
Assunto: HPC Cleaner para a linha de produção da Fruta da Fazenda Indústria e Comércio de Frutas Congeladas

Olá, pessoal da Fruta da Fazenda Indústria e Comércio de Frutas Congeladas,

Trabalho com a Neolimpeza, distribuidora exclusiva dos produtos Eco Renova. Para indústria de alimentos como a Fruta da Fazenda Indústria e Comércio de Frutas Congeladas, o HPC Cleaner tem se mostrado um diferencial forte em superfícies de contato com produto e área fabril — quero mostrar como ele funciona na prática de vocês.

Consigo montar um piloto sem custo na planta e ofereço até 8% de desconto para fechar o primeiro pedido depois do teste.

Podemos marcar uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
