Nome;Sobrenome;Empresa;Cargo;Email;Telefone;Celular;LinkedIn;Temperatura;Fonte;Etapa;Notas
Reginaldo João Siqueira / Roberto Gomes de Siqueira (sócios-administradores);;UTEC - Usinagem Aeroespacial (UTEC Indústria Comércio Serviços e Usinagem de Peças Aeroespaciais Ltda);Sócio/Contato (via fonte pública);contato@utec.net.br;01239313825;;https://br.linkedin.com/company/utec-aerospace-machining;Morno;Instagram + LinkedIn;;"Motivo de inclusão: Segmento - ICP frio ""indústria de peças"", São José dos Campos (região-alvo), identificada via WebSearch em 16/08/2026. || Canal escolhido: E-mail (contato@utec.net.br). || Variação 1: ""Assunto: Limpeza industrial para a planta da UTEC em São José dos Campos || Olá, equipe UTEC, tudo bem? Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional/HPC para indústria. Numa planta de usinagem aeroespacial de precisão como a de vocês, resíduo de óleo de corte e cavaco exige produtos desengraxantes eficientes e seguros para os operadores. Quero apresentar nossa linha de desengraxantes Eco Renova e propor um piloto gratuito numa área da planta, sem compromisso. Podemos marcar 15 minutos essa semana? Sidney Alberti - Neolimpeza (distribuidora exclusiva Eco Renova)"". || Variação 2: ""Oi, tudo bem? Sou da Neolimpeza, distribuidora exclusiva da Eco Renova - linha de limpeza institucional biodegradável, com desengraxantes pensados pra chão de fábrica de usinagem. Quero entender como está hoje a rotina de limpeza da planta da UTEC em São José dos Campos e propor um teste piloto gratuito. Faz sentido conversarmos essa semana?"""
Não identificado;;VR Usinagem (VR Usinagem de Precisão e CNC);Segmento: Indústria de peças (usinagem de precisão CNC);comercial@vrusinagem.com.br;01532283261;;;Morno;WebSearch/Site institucional;;"Motivo de inclusão: Segmento - ICP frio ""indústria de peças"", Sorocaba (região-alvo), identificada via WebSearch em 16/08/2026. || Canal escolhido: E-mail (comercial@vrusinagem.com.br). || Variação 1: ""Assunto: Limpeza industrial para a VR Usinagem em Sorocaba || Olá, equipe VR Usinagem, tudo bem? Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional/HPC. Numa operação de usinagem de precisão como a de vocês, o desengraxante certo faz diferença tanto na limpeza de peças quanto na segurança do chão de fábrica. Quero propor um piloto gratuito com um dos nossos produtos na planta de vocês, sem compromisso. Podemos marcar uma conversa essa semana? Sidney Alberti - Neolimpeza (distribuidora exclusiva Eco Renova)"". || Variação 2: ""Oi, tudo bem? Sou da Neolimpeza, distribuidora exclusiva da Eco Renova, linha de limpeza institucional biodegradável para indústria. Quero entender como está a rotina de limpeza da VR Usinagem em Sorocaba e propor uma demonstração gratuita do nosso produto. Prefere que eu mande mais informações por e-mail ou WhatsApp?"""
Não identificado;;RM Campinas - Usinagem de Precisão (R.M. da Silva Marcolino Ltda);Segmento: Indústria de peças (usinagem de precisão e soldas especiais;contato@rmusinagemcampinas.com.br;01932733062;;https://br.linkedin.com/company/r-m-usinagem-campinas;Morno;WebSearch/Site institucional;;"Motivo de inclusão: Segmento - ICP frio ""indústria de peças"", Campinas (região-alvo), identificada via WebSearch em 16/08/2026. || Canal escolhido: E-mail (contato@rmusinagemcampinas.com.br). || Variação 1: ""Assunto: Limpeza industrial para a RM Campinas || Olá, equipe RM Campinas, tudo bem? Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional/HPC para indústria. Vi que vocês têm certificação ISO 9001 - imagino que padronização também seja prioridade na limpeza do chão de fábrica. Quero propor um piloto gratuito com um dos nossos desengraxantes na planta de vocês em Campinas, sem compromisso. Podemos marcar 15 minutos essa semana? Sidney Alberti - Neolimpeza (distribuidora exclusiva Eco Renova)"". || Variação 2: ""Oi, tudo bem? Sou da Neolimpeza, distribuidora exclusiva da Eco Renova. Quero entender como está hoje a rotina de limpeza da planta da RM Campinas e propor um teste piloto gratuito com nosso produto, sem custo. Faz sentido conversarmos essa semana?"""
Não identificado;;MZ Usinagem Ltda;Segmento: Indústria de peças (fabricação e recuperação de eletrodos de solda a ponto e peças de precisão;contato@mzusinagem.com.br;01932767811 (fixo) / 019992534491 (WhatsApp);;https://br.linkedin.com/company/mz-usinagem;Morno;WebSearch/Site institucional;;"Motivo de inclusão: Segmento - ICP frio ""indústria de peças"", Campinas (região-alvo), identificada via WebSearch em 16/08/2026. || Canal escolhido: E-mail (contato@mzusinagem.com.br). || Variação 1: ""Assunto: Limpeza industrial para a MZ Usinagem em Campinas || Olá, equipe MZ Usinagem, tudo bem? Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional/HPC para indústria. Numa fábrica de eletrodos e peças usinadas como a de vocês há quase 40 anos em Campinas, resíduo de óleo e metal no chão de fábrica é rotina. Quero propor um piloto gratuito com um dos nossos desengraxantes, sem compromisso. Podemos marcar uma conversa essa semana? Sidney Alberti - Neolimpeza (distribuidora exclusiva Eco Renova)"". || Variação 2: ""Oi, tudo bem? Sou da Neolimpeza, distribuidora exclusiva da Eco Renova, linha de limpeza institucional biodegradável para indústria. Quero entender como está a limpeza da planta da MZ Usinagem e propor uma demonstração gratuita do nosso produto. Prefere que eu ligue ou mande mais informações pelo WhatsApp?"""
Rafael Sparapan;;Usinagem Sparapan / RTM Usinagem;Sócio/Contato (via fonte pública);usinagem.sparapan@gmail.com;01932784347 (fixo) / 019983032728 (WhatsApp);;https://br.linkedin.com/in/usinagem-sparapan-583821208;Morno;Instagram + LinkedIn;;"Motivo de inclusão: Segmento - ICP frio ""indústria de peças"", Campinas (região-alvo), identificada via WebSearch em 16/08/2026. || Canal escolhido: E-mail (usinagem.sparapan@gmail.com). || Variação 1: ""Assunto: Limpeza industrial para a Usinagem Sparapan || Olá, Rafael, tudo bem? Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional/HPC para indústria. Vi que a Usinagem Sparapan atende clientes como Coesia e Cavanna com usinagem de precisão em Campinas - nesse tipo de operação, o desengraxante certo ajuda tanto na limpeza de peças quanto na segurança do time. Quero propor um piloto gratuito na planta de vocês, sem compromisso. Podemos marcar 15 minutos essa semana? Sidney Alberti - Neolimpeza (distribuidora exclusiva Eco Renova)"". || Variação 2: ""Oi Rafael, tudo bem? Sou da Neolimpeza, distribuidora exclusiva da Eco Renova. Quero entender como está hoje a rotina de limpeza da Sparapan e propor um teste piloto gratuito com nosso produto. Prefere que eu mande mais detalhes por aqui ou pelo WhatsApp?"""
Não identificado;;GM Engenharia & Usinagem;Segmento: Indústria de peças (usinagem CNC e convencional sob demanda);contato@gmengenhariausinagem.com.br;015996948880 (WhatsApp);;;Morno;WebSearch/Site institucional;;"Motivo de inclusão: Segmento - ICP frio ""indústria de peças"", Sorocaba (região-alvo), identificada via WebSearch em 16/08/2026. || Canal escolhido: E-mail (contato@gmengenhariausinagem.com.br). || Variação 1: ""Assunto: Limpeza industrial para a GM Engenharia & Usinagem || Olá, equipe GM Engenharia & Usinagem, tudo bem? Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional/HPC para indústria. Numa operação de usinagem CNC e convencional como a de vocês em Sorocaba, o desengraxante certo faz diferença na limpeza de peças e no chão de fábrica. Quero propor um piloto gratuito, sem compromisso. Podemos marcar uma conversa essa semana? Sidney Alberti - Neolimpeza (distribuidora exclusiva Eco Renova)"". || Variação 2: ""Oi, tudo bem? Sou da Neolimpeza, distribuidora exclusiva da Eco Renova, linha de limpeza institucional biodegradável. Quero entender como está a rotina de limpeza da GM Engenharia & Usinagem e propor uma demonstração gratuita. Prefere que eu mande mais informações por e-mail ou WhatsApp?"""
Não identificado;;Master Usinagem;Segmento: Indústria de peças (usinagem - rasgo de chaveta e chanfro interno);;;;;Morno;Instagram;;"Motivo de inclusão: Segmento - ICP frio ""indústria de peças"", Sorocaba (região-alvo), identificada via WebSearch em 16/08/2026. || Canal escolhido: Instagram (@masterusinagem). || Variação 1: ""Oi, equipe Master Usinagem! Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova - produtos de limpeza institucional pra indústria, com desengraxantes pensados pro chão de fábrica de usinagem. Quero propor um piloto gratuito na planta de vocês em Sorocaba, sem compromisso. Topam bater um papo essa semana?"". || Variação 2: ""Olá! Sou da Neolimpeza, distribuidora exclusiva da Eco Renova. Quero entender como está a rotina de limpeza da Master Usinagem e propor uma demonstração gratuita do nosso produto. Prefere que eu mande mais informações por aqui?"""
Não identificado;;Heitec Usinagem;Segmento: Indústria de peças (usinagem;;;;;Morno;Instagram;;"Motivo de inclusão: Segmento - ICP frio ""indústria de peças"", Sorocaba (região-alvo), identificada via WebSearch em 16/08/2026. || Canal escolhido: Instagram (@heitecusinagem). || Variação 1: ""Oi, equipe Heitec Usinagem! Vi que vocês fazem peças pra área de mineração. Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova - desengraxantes e produtos de limpeza institucional pra indústria pesada. Quero propor um piloto gratuito na planta de vocês em Sorocaba, sem compromisso. Topam conversar essa semana?"". || Variação 2: ""Olá! Sou da Neolimpeza, distribuidora exclusiva da Eco Renova. Quero entender como está a limpeza do chão de fábrica da Heitec Usinagem e propor uma demonstração gratuita. Prefere que eu mande mais detalhes por aqui?"""
Não identificado;;AB Mauri Brasil Ltda (marca Mauri, grupo ABF - Associated British Foods);"Segmento: Indústria de alimentos (ingredientes de panificação/confeitaria; planta de Sorocaba produz ovos e derivados pasteurizados)";;08007033699;;;Morno;WebSearch/Site institucional;;"Motivo de inclusão: Segmento - ICP frio ""indústria de alimentos"", Sorocaba (região-alvo), identificada via WebSearch em 16/08/2026. || Canal escolhido: Telefone (0800 703 3699). || Variação 1: ""Oi, boa tarde! Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria de alimentos. Vi que a AB Mauri opera uma planta de ovos e derivados pasteurizados aqui em Sorocaba - quero apresentar o nosso HPC Cleaner, produto pensado pra sanitização pesada de linhas de produção de alimentos, e propor um piloto gratuito, sem compromisso. Consigo falar com alguém da área industrial ou de compras?"". || Variação 2: ""Olá! Sou da Neolimpeza, distribuidora exclusiva da Eco Renova, linha de saneantes profissionais biodegradáveis pra indústria de alimentos. Quero entender como está hoje a rotina de sanitização da planta da AB Mauri em Sorocaba e propor uma demonstração gratuita do nosso produto. Podem me direcionar pro responsável pela área industrial?"""
Não identificado;;KiSabor Indústria e Comércio de Alimentos (marca da Food Brands S.A.);Segmento: Indústria de alimentos (molhos;;1145364500;;;Morno;WebSearch/Site institucional;;"Motivo de inclusão: Segmento - ICP frio ""indústria de alimentos"" (food service), Jundiaí, identificada via WebSearch em 16/08/2026. || Canal escolhido: Telefone (11 4536-4500). || Variação 1: ""Oi, boa tarde! Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional. Vi que a KiSabor fabrica molhos, temperos e linha food service aqui em Jundiaí - quero apresentar o nosso HPC Cleaner, pensado pra sanitização pesada de linha de produção de alimentos, e propor um piloto gratuito, sem compromisso. Consigo falar com alguém da área industrial ou de qualidade?"". || Variação 2: ""Olá! Sou da Neolimpeza, distribuidora exclusiva da Eco Renova. Quero entender como está a rotina de limpeza e sanitização da produção da KiSabor e propor uma demonstração gratuita do nosso produto. Podem me direcionar pro responsável pela área de produção?"""
