Nome|Empresa|Domínio|Cargo/Segmento|Rede(s)|URL do Perfil|Motivo de Inclusão|Fit + racional|Temperatura|E-mail|Telefone|Fonte do contato|Contato de contabilidade descartado|Mensagem redigida|Fonte/Data da coleta
Não identificado|ASTAN Indústria e Comércio de Tambores Ltda|astan.com.br|Fabricação e recuperação de tambores metálicos industriais — decisor não identificado|||"Segmento: ICP frio ""indústria de peças"", subsegmento embalagens metálicas industriais, região Rio Grande da Serra/Grande SP-ABC"|Médio — fabricação/recuperação de tambores metálicos exige desengraxe e preparo de superfície antes de solda/pintura, mas não é usinagem/fabricação de peças em sentido estrito.|Morno|astan@astan.com.br|1148201198|fallback (WebSearch)|Não|Sim|WebSearch, 2026-09-23 — astan.com.br
Não identificado|RAFT Embalagens Ltda|raftembalagens.com.br|Fabricação de tambores e baldes metálicos industriais desde 1978 — decisor não identificado|||"Segmento: ICP frio ""indústria de peças"", subsegmento embalagens metálicas industriais, região Guarulhos/Grande SP"|Médio — mesmo racional de desengraxe/preparo de superfície em fabricação de embalagens metálicas.|Morno|crosinili@raftembalagens.com.br|1124127797|fallback (WebSearch)|Não|Sim|WebSearch, 2026-09-23 — raftembalagens.com.br
Não identificado|Legal Embalagens Ltda (unidade Legal Aço)|legalembalagens.com.br|Fabricação de tambores metálicos de 200/210L, mais de 150 funcionários — decisor não identificado|||"Segmento: ICP frio ""indústria de peças"", subsegmento embalagens metálicas industriais, região Itapecerica da Serra/Grande SP"|Médio — mesmo racional, porte maior (>150 funcionários, planta própria).|Morno|vendas1@legalembalagens.com.br|1146677125|fallback (WebSearch)|Não|Sim|WebSearch, 2026-09-23 — legalembalagens.com.br
Não identificado|ERM Engenharia de Rolamentos e Mancais Ltda|erm.ind.br|Fabricante/distribuidor de rolamentos, mancais, correias e redutores — sócios-administradores Ricardo Riemer e Guilherme Willy Riemer Jr (fonte: registro público CNPJ, cargo/LinkedIn não confirmado)|||"Segmento: ICP frio ""indústria de peças"", subsegmento rolamentos e componentes de transmissão, região Sorocaba"|Alto — rolamentos/mancais para indústria exigem desengraxe/limpeza recorrente de peças; HPC Cleaner e linha industrial Eco Renova têm aplicação direta.|Morno|rafael@erm.ind.br|01533293329|fallback (WebSearch)|Não|Sim|WebSearch, 2026-09-23 — erm.ind.br
Não identificado|TAMC Caldeiraria e Industrialização Ltda|tamccaldeiraria.com.br|Fabricação de vasos de pressão, silos, trocadores de calor, reatores — sócios-administradores Cesar Vicente Brioschi e Tatiane Maria de Lima Souza Brioschi (fonte: registro público CNPJ, cargo não confirmado)|||"Segmento: ICP frio ""indústria de peças"", subsegmento caldeiraria pesada/vasos de pressão, região Sorocaba"|Médio-Alto — fabricação de vasos de pressão/reatores envolve solda pesada e preparo de superfície, com forte demanda por desengraxantes industriais.|Frio|Não encontrado|Não encontrado|fallback (WebSearch)|Não|Não|"WebSearch, 2026-09-23 — tamccaldeiraria.com.br | Observação: Telefones encontrados vieram mascarados/incompletos na fonte ((15) 3326-**** / (15) 3217-****), sem confirmação de número completo — não registrado como canal confiável. Nenhum e-mail localizado."
Não identificado|RV Soluções Industriais Ltda|rvsolucoesind.com.br|Caldeiraria/corte a plasma industrial, atende automotivo/papel e celulose/saneamento/mineração — decisor não identificado por nome+cargo confirmado|||"Segmento: ICP frio ""indústria de peças"", subsegmento caldeiraria pesada/corte a plasma, região Sorocaba"|Médio — caldeiraria/corte a plasma gera sujeira pesada e resíduo de óleo, com demanda por desengraxante industrial.|Morno|santos_amaral@terra.com.br|01533271162|fallback (WebSearch)|Não|Sim|"WebSearch, 2026-09-23 — rvsolucoesind.com.br | Observação: E-mail parece pessoal (domínio terra.com.br, possivelmente ligado ao sócio), mas sem confirmação de nome/cargo via LinkedIn — tratado como Morno, não Quente."
Não identificado|Kaudentek Caldeiraria Industrial e Estruturas Metálicas|kaudentek.com.br|Caldeiraria/solda industrial e estruturas metálicas — decisor não identificado|||"Segmento: ICP frio ""indústria de peças"", subsegmento caldeiraria pesada/estruturas metálicas, região São José dos Campos"|Médio — caldeiraria/solda industrial demanda desengraxe e preparo de superfície.|Morno|comercial@kaudentek.com.br|012991646458|fallback (WebSearch)|Não|Sim|WebSearch, 2026-09-23 — kaudentek.com.br
Não identificado|Calvale Caldeiraria e Montagens Industriais|calvale.com.br|Caldeiraria e montagens industriais, 10 anos de atuação em SJC/Vale do Paraíba — decisor não identificado|||"Segmento: ICP frio ""indústria de peças"", subsegmento caldeiraria pesada/montagens industriais, região São José dos Campos"|Médio-Alto — montagens industriais de caldeiraria com demanda plausível por limpeza técnica pesada.|Frio|Não encontrado|Não encontrado|fallback (WebSearch)|Não|Não|"WebSearch, 2026-09-23 — calvale.com.br | Observação: Nenhum e-mail ou telefone localizado nos resultados de busca."
Não identificado|Badaró Metalúrgica|badarometalurgica.com.br|Corte/dobra de chapas e esquadrias metálicas industriais, planta própria de 2.800m² — decisor não identificado|||"Segmento: ICP frio ""indústria de peças"", subsegmento corte e dobra de chapas/esquadrias metálicas, região Tremembé/Vale do Paraíba"|Médio — corte/dobra de chapas metálicas com demanda por limpeza de óleo e resíduo metálico.|Frio|Não encontrado|Não encontrado|fallback (WebSearch)|Não|Não|"WebSearch, 2026-09-23 — badarometalurgica.com.br | Observação: Único e-mail localizado é de RH/recrutamento (bancodetalentos@badarometalurgica.com.br) — não usado como contato comercial, mesma lógica do filtro de contabilidade. Nenhum telefone comercial encontrado."
Não identificado|Paulitec Arames|paulitecarames.com.br|Comércio/trefilaria de arames industriais (móveis, molas, estruturas, esquadrias, carrocerias), atuação também em Campinas/Sorocaba — decisor não identificado|||"Segmento: ICP frio ""indústria de peças"", subsegmento trefilaria de arames, região Guarulhos/Grande SP (atuação também Campinas/Sorocaba)"|Baixo — perfil mais comercial/distribuidor de arames do que indústria de transformação pesada; processo produtivo próprio menos evidente.|Frio|paulitec09@terra.com.br|1124515909|fallback (WebSearch)|Não|Não|"WebSearch, 2026-09-23 — paulitecarames.com.br | Observação: Fit Baixo classifica como Frio mesmo havendo e-mail/telefone encontrados (regra: Fit Baixo → Frio); por isso sem mensagem redigida nesta rodada."
