Nome;Sobrenome;Empresa;Cargo;Email;Telefone;Celular;LinkedIn;Temperatura;Fonte;Etapa;Notas
;;B'Four Usinafer Fabricação de Peças Usinadas Ltda;Não encontrado;Não encontrado;01532386363;;;Morno;WebSearch + Kipflow;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (usinagem), Sorocaba, região-alvo, identificada via CIESP Sorocaba (lista de empresas associadas) em 07/08/2026 || Canal escolhido: Telefone || --- Variação A ---
[ROTEIRO DE LIGAÇÃO - Variação A]
Bom dia/boa tarde, falo com pessoal da B'Four Usinafer Fabricação de Peças Usinadas Ltda? Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de limpeza institucional para indústria. Quero entender rapidamente como é hoje a rotina de limpeza/desengraxe da operação de vocês e propor um piloto gratuito, sem compromisso, com até 8% de desconto no primeiro pedido caso façam sentido os resultados. Quem cuida disso na empresa, consigo falar com essa pessoa?

--- Variação B ---
[ROTEIRO DE LIGAÇÃO - Variação B]
Oi, bom dia! Sou da Neolimpeza, trabalhamos com a linha Eco Renova de produtos de limpeza institucional/HPC. Quero agendar uma demonstração rápida e gratuita na planta da B'Four Usinafer Fabricação de Peças Usinadas Ltda pra mostrar o produto funcionando na prática. Consigo passar isso pro responsável por compras ou manutenção industrial?"
;;Fep Usinagem Ltda;Não encontrado;comercial@fepextrusao.com.br;01532389900;;;Morno;WebSearch + Kipflow;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (usinagem/solda/tratamento de metais), Sorocaba, região-alvo, identificada via CIESP Sorocaba (lista de empresas associadas) em 07/08/2026 || Canal escolhido: E-mail || --- Variação A ---
[E-MAIL]
Assunto: Redução de custo em limpeza industrial para a Fep Usinagem Ltda

Olá, pessoal da Fep Usinagem Ltda,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Fep Usinagem Ltda atua em indústria de peças (usinagem, solda e tratamento de metais) em Sorocaba. Quero apresentar uma alternativa de fornecimento para desengraxante e limpeza de área que costuma reduzir custo operacional sem perder performance.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
[E-MAIL]
Assunto: Demonstração da linha Eco Renova para a Fep Usinagem Ltda

Olá, pessoal da Fep Usinagem Ltda,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar pra vocês como a linha se comporta em remoção de óleo, graxa e resíduo de processo em ambiente fabril — direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Gustavo;Grangeiro;JMO Indústria Mecânica Ltda;Coordenador de Qualidade;grangeiro.gustavo@jmo.com.br;01532661051;;;Quente;WebSearch + Kipflow;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (autopeças/componentes automotivos), Iperó (região de Sorocaba), identificada via CIESP Sorocaba (lista de empresas associadas) em 07/08/2026 || Canal escolhido: E-mail || --- Variação A ---
[E-MAIL]
Assunto: Redução de custo em limpeza industrial para a JMO Indústria Mecânica Ltda

Olá, Gustavo,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a JMO Indústria Mecânica Ltda atua em indústria de peças (componentes automotivos) em Iperó. Quero apresentar uma alternativa de fornecimento para desengraxante e limpeza de área que costuma reduzir custo operacional sem perder performance.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
[E-MAIL]
Assunto: Demonstração da linha Eco Renova para a JMO Indústria Mecânica Ltda

Olá, Gustavo,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar pra vocês como a linha se comporta em remoção de óleo, graxa e resíduo de processo em ambiente fabril — direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
;;Metalúrgica Metaltru Ltda;Não encontrado;metaltru@metaltru.com.br;01532619261;;;Morno;WebSearch + Kipflow;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (artigos de metal), Porto Feliz (região de Sorocaba), identificada via CIESP Sorocaba (lista de empresas associadas) em 07/08/2026 || Canal escolhido: E-mail || --- Variação A ---
[E-MAIL]
Assunto: Redução de custo em limpeza industrial para a Metalúrgica Metaltru Ltda

Olá, pessoal da Metalúrgica Metaltru Ltda,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Metalúrgica Metaltru Ltda atua em indústria de peças (artigos de metal) em Porto Feliz. Quero apresentar uma alternativa de fornecimento para desengraxante e limpeza de área que costuma reduzir custo operacional sem perder performance.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
[E-MAIL]
Assunto: Demonstração da linha Eco Renova para a Metalúrgica Metaltru Ltda

Olá, pessoal da Metalúrgica Metaltru Ltda,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar pra vocês como a linha se comporta em remoção de óleo, graxa e resíduo de processo em ambiente fabril — direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Mauricio;;Neomatic Mecânica de Precisão Ltda;Não encontrado;mauricio@neomatic.com.br;11988709052;11988709052;;Quente;WebSearch + Kipflow;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (equipamentos de medição/controle de precisão), Mairinque (região de Sorocaba), identificada via CIESP Sorocaba (lista de empresas associadas) em 07/08/2026 || Canal escolhido: E-mail || --- Variação A ---
[E-MAIL]
Assunto: Redução de custo em limpeza industrial para a Neomatic Mecânica de Precisão Ltda

Olá, Mauricio,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Neomatic Mecânica de Precisão Ltda atua em indústria de peças (equipamentos de medição de precisão) em Mairinque. Quero apresentar uma alternativa de fornecimento para desengraxante e limpeza de área que costuma reduzir custo operacional sem perder performance.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
[E-MAIL]
Assunto: Demonstração da linha Eco Renova para a Neomatic Mecânica de Precisão Ltda

Olá, Mauricio,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar pra vocês como a linha se comporta em remoção de óleo, graxa e resíduo de processo em ambiente fabril — direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Walter;Lehm;Metalfast Indústria e Comércio Ltda;Director, Operations;walter@metalfast.com.br;15998329147;15998329147;;Quente;WebSearch + Kipflow;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de peças"" (tratamento de superfície de metais), Votorantim (região de Sorocaba), identificada via CIESP Sorocaba (lista de empresas associadas) em 07/08/2026 || Canal escolhido: E-mail || --- Variação A ---
[E-MAIL]
Assunto: Redução de custo em limpeza industrial para a Metalfast Indústria e Comércio Ltda

Olá, Walter,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Metalfast Indústria e Comércio Ltda atua em indústria de peças (tratamento de superfície de metais) em Votorantim. Quero apresentar uma alternativa de fornecimento para desengraxante e limpeza de área que costuma reduzir custo operacional sem perder performance.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
[E-MAIL]
Assunto: Demonstração da linha Eco Renova para a Metalfast Indústria e Comércio Ltda

Olá, Walter,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar pra vocês como a linha se comporta em remoção de óleo, graxa e resíduo de processo em ambiente fabril — direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
;;Futura Produtos Alimentícios Ltda (Futura Bebidas);Não encontrado;contato@futurabebidas.com.br;01534128300;015997512122;;Frio;WebSearch + Kipflow;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de alimentos"" (industrialização de bebidas), Sorocaba, região-alvo, identificada via CIESP Sorocaba (lista de empresas associadas) em 07/08/2026 || Canal escolhido: E-mail || --- Variação A ---
[E-MAIL]
Assunto: Redução de custo em limpeza industrial para a Futura Produtos Alimentícios Ltda (Futura Bebidas)

Olá, pessoal da Futura Produtos Alimentícios Ltda (Futura Bebidas),

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Futura Produtos Alimentícios Ltda (Futura Bebidas) atua em indústria de alimentos (industrialização de bebidas) em Sorocaba. Trabalho com o HPC Cleaner, desengraxante de alto desempenho para áreas de produção de alimentos, e quero propor um piloto gratuito para a operação de vocês avaliarem o resultado.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
[E-MAIL]
Assunto: Demonstração da linha Eco Renova para a Futura Produtos Alimentícios Ltda (Futura Bebidas)

Olá, pessoal da Futura Produtos Alimentícios Ltda (Futura Bebidas),

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar como o HPC Cleaner se comporta em higienização de linha de produção e equipamentos, direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Antonio;V. Jacob Junior;Ki-Kakau Indústria e Comércio de Chocolates Ltda;Comprador;ajacob@kikakau.com.br;01437629400;014997246272;https://br.linkedin.com/in/antonio-v-jacob-junior-9480241ab;Quente;WebSearch + Kipflow;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de alimentos"" (fabricação de chocolates/confeitos), Taquarituba, identificada via CIESP Sorocaba (lista de empresas associadas) em 07/08/2026 - observação: cidade fora do raio estrito da região-alvo (~140km de Sorocaba), mas dentro da abrangência da associação regional || Canal escolhido: E-mail || --- Variação A ---
[E-MAIL]
Assunto: Redução de custo em limpeza industrial para a Ki-Kakau Indústria e Comércio de Chocolates Ltda

Olá, Antonio,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Ki-Kakau Indústria e Comércio de Chocolates Ltda atua em indústria de alimentos (chocolates e confeitos) em Taquarituba. Trabalho com o HPC Cleaner, desengraxante de alto desempenho para áreas de produção de alimentos, e quero propor um piloto gratuito para a operação de vocês avaliarem o resultado.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
[E-MAIL]
Assunto: Demonstração da linha Eco Renova para a Ki-Kakau Indústria e Comércio de Chocolates Ltda

Olá, Antonio,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar como o HPC Cleaner se comporta em higienização de linha de produção e equipamentos, direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Edson;Donzeli;Shinoda Alimentos Ltda;Não encontrado;edson.donzeli@shinoda.com.br;01531427333;;;Quente;WebSearch + Kipflow;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de alimentos"" (produção e processamento de ovos), Sorocaba, região-alvo, identificada via CIESP Sorocaba (lista de empresas associadas) em 07/08/2026 || Canal escolhido: E-mail || --- Variação A ---
[E-MAIL]
Assunto: Redução de custo em limpeza industrial para a Shinoda Alimentos Ltda

Olá, Edson,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Shinoda Alimentos Ltda atua em indústria de alimentos (produção de ovos) em Sorocaba. Trabalho com o HPC Cleaner, desengraxante de alto desempenho para áreas de produção de alimentos, e quero propor um piloto gratuito para a operação de vocês avaliarem o resultado.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
[E-MAIL]
Assunto: Demonstração da linha Eco Renova para a Shinoda Alimentos Ltda

Olá, Edson,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar como o HPC Cleaner se comporta em higienização de linha de produção e equipamentos, direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
Estefania;Nogueira;Sweetmix Indústria Comércio Importação e Exportação Ltda;Gerente de Qualidade (Quality Assurance Manager);estefania.nogueira@sweetmix.com.br;01540098900;;https://www.linkedin.com/in/estefania-nogueira-9a93a93a/;Quente;WebSearch + Kipflow;;"Motivo de inclusão: Segmento - empresa-alvo do ICP frio ""indústria de alimentos"" (fabricação de produtos alimentícios, certificação de segurança de alimentos FSSC22000), Sorocaba, região-alvo, identificada via CIESP Sorocaba (lista de empresas associadas) em 07/08/2026 || Canal escolhido: E-mail || --- Variação A ---
[E-MAIL]
Assunto: Redução de custo em limpeza industrial para a Sweetmix Indústria Comércio Importação e Exportação Ltda

Olá, Estefania,

Sou da Neolimpeza, distribuidora exclusiva da linha Eco Renova de produtos de limpeza institucional para indústria (HPC). Vi que a Sweetmix Indústria Comércio Importação e Exportação Ltda atua em indústria de alimentos em Sorocaba. Trabalho com o HPC Cleaner, desengraxante de alto desempenho para áreas de produção de alimentos, e quero propor um piloto gratuito para a operação de vocês avaliarem o resultado.

Proponho um piloto de curto prazo, sem compromisso, para testarem o produto na operação de vocês. Consigo negociar até 8% de desconto no primeiro pedido.

Quero entender a rotina de limpeza de vocês hoje — posso ligar 15 minutos essa semana?

Atenciosamente,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova

--- Variação B ---
[E-MAIL]
Assunto: Demonstração da linha Eco Renova para a Sweetmix Indústria Comércio Importação e Exportação Ltda

Olá, Estefania,

Sou da Neolimpeza, distribuidora exclusiva dos produtos Eco Renova de limpeza institucional. Quero mostrar como o HPC Cleaner se comporta em higienização de linha de produção e equipamentos, direto na planta de vocês, sem custo.

Depois do teste, consigo fechar o primeiro pedido com até 8% de desconto.

Topam uma demonstração essa semana?

Abraço,
Equipe Comercial Neolimpeza
Distribuidora exclusiva Eco Renova"
